timestamp,team1_name1,team1_name2,team1_name3,score1,team2_name1,team2_name2,team2_name3,score2
2026-01-20T05:40:15.842000+00:00,kami,ella,anon,5,aster,jinsye,nae,4
2026-01-20T05:40:15.842000+00:00,kami,ella,anon,5,aster,jinsye,nae,3
2026-01-20T05:53:12.981000+00:00,shan,kaiferno,nae,4,kami,ella,anon,5
2026-01-20T05:53:12.981000+00:00,shan,kaiferno,nae,5,kami,ella,anon,1
2026-01-20T06:02:19.097000+00:00,pikeman,ella,anon,5,toph,mai,jinsye,4
2026-01-20T20:26:18.263000+00:00,mai,baps,kaiferno,5,neptune,eri,katie,0
2026-01-20T20:26:18.263000+00:00,mai,baps,kaiferno,5,neptune,eri,katie,4
2026-01-22T00:08:16.693000+00:00,aster,ella,katie,1,rxob,kami,stella,5
2026-01-22T00:08:16.693000+00:00,aster,ella,katie,5,rxob,kami,stella,0
2026-01-22T00:15:33.102000+00:00,shan,wraith,stella,5,aster,kami,ella,3
2026-01-22T00:15:33.102000+00:00,shan,wraith,stella,5,aster,kami,ella,2
2026-01-22T00:27:56.687000+00:00,aster,wraith,katie,5,shan,kami,rxob,4
2026-01-22T00:27:56.687000+00:00,aster,wraith,katie,5,shan,kami,rxob,3
2026-01-22T00:39:39.254000+00:00,aster,rxob,stella,2,kami,ella,katie,5
2026-01-22T00:39:39.254000+00:00,aster,rxob,stella,5,kami,ella,katie,4
2026-01-22T00:49:41.788000+00:00,kami,rxob,wraith,5,shan,ella,katie,1
2026-01-22T00:56:18.897000+00:00,kami,wraith,rxob,5,shan,ella,katie,4
2026-01-22T01:10:00.015000+00:00,baps,wraith,stella,4,shan,ella,rxob,5
2026-01-22T01:15:26.259000+00:00,kami,wraith,baps,5,rxob,eri,ella,3
2026-01-22T01:15:26.259000+00:00,kami,wraith,baps,1,rxob,eri,ella,5
2026-01-22T01:25:56.577000+00:00,baps,eri,popop,5,jib,wraith,kami,4
2026-01-22T01:25:56.577000+00:00,baps,eri,popop,3,jib,wraith,kami,5
2026-01-22T01:38:47.740000+00:00,kami,ella,rxob,4,jib,baps,popop,5
2026-01-22T01:38:47.740000+00:00,kami,ella,rxob,5,jib,baps,popop,4
2026-01-22T01:52:25.691000+00:00,baps,kaiferno,rxob,3,kami,ella,eri,5
2026-01-22T01:59:31.715000+00:00,jib,kaiferno,rxob,5,kami,ella,eri,4
2026-01-22T02:11:04.538000+00:00,jib,kaiferno,ella,5,kami,popop,eri,2
2026-01-22T02:26:58.580000+00:00,jib,popop,akil,3,shan,rxob,mai,5
2026-01-22T02:30:36.179000+00:00,shan,rxob,mai,5,jib,ella,akil,3
2026-01-22T02:56:15.649000+00:00,shan,kaiferno,mai,5,akil,popop,saber,3
2026-01-22T02:56:23.699000+00:00,shan,kaiferno,mai,5,akil,popop,toph,3
2026-01-22T02:56:23.699000+00:00,shan,kaiferno,mai,0,akil,popop,toph,5
2026-01-22T02:56:44.792000+00:00,shan,kaiferno,akil,4,kami,popop,toph,5
2026-01-24T00:56:11.374000+00:00,akil,wraith,mai,4,kami,jinsye,rxob,5
2026-01-24T00:56:11.374000+00:00,akil,wraith,mai,5,kami,jinsye,rxob,3
2026-01-24T01:04:43.561000+00:00,rxob,eri,akil,5,shan,kami,mai,0
2026-01-24T01:04:43.561000+00:00,rxob,eri,akil,5,shan,kami,mai,2
2026-01-24T01:12:28.501000+00:00,rxob,akil,katie,1,kami,eri,mai,5
2026-01-24T01:46:02.860000+00:00,shan,kami,mai,2,rxob,popop,stella,5
2026-01-24T01:46:02.860000+00:00,shan,kami,mai,3,rxob,popop,stella,5
2026-01-24T01:53:07.422000+00:00,shan,popop,katie,5,rxob,toph,stella,4
2026-01-24T01:58:53.476000+00:00,shan,stella,mai,5,rxob,toph,katie,0
2026-01-24T01:58:53.476000+00:00,shan,stella,mai,5,rxob,toph,katie,0
2026-01-24T23:22:42.394000+00:00,pikeman,wraith,katie,5,jib,kami,akil,2
2026-01-24T23:22:42.394000+00:00,pikeman,wraith,katie,5,jib,kami,akil,3
2026-01-24T23:30:30.634000+00:00,kami,wraith,ash,5,jib,akil,rxob,0
2026-01-24T23:30:30.634000+00:00,kami,wraith,ash,5,jib,akil,rxob,4
2026-01-24T23:42:18.327000+00:00,kami,wraith,katie,4,jib,pikeman,rxob,5
2026-01-24T23:42:18.327000+00:00,kami,wraith,katie,5,jib,pikeman,rxob,0
2026-01-25T01:19:28.087000+00:00,shan,stella,katie,5,kami,ash,rxob,3
2026-01-25T01:24:21.873000+00:00,shan,stella,katie,0,rxob,akil,ash,5
2026-01-25T01:37:36.809000+00:00,shan,toph,stella,4,rxob,kami,akil,5
2026-01-25T01:37:36.809000+00:00,shan,toph,stella,4,rxob,kami,akil,5
2026-01-25T01:45:57.801000+00:00,shan,toph,katie,5,rxob,akil,ash,4
2026-01-25T01:46:11.083000+00:00,shan,toph,katie,5,rxob,kami,ash,0
2026-01-25T01:52:18.281000+00:00,akil,toph,jinsye,5,rxob,kami,katie,3
2026-01-25T01:52:18.281000+00:00,akil,toph,jinsye,4,rxob,kami,katie,5
2026-01-25T02:09:51.010000+00:00,kami,jinsye,ella,4,rxob,eri,akil,5
2026-01-25T02:18:35.280000+00:00,kami,jinsye,ella,4,rxob,eri,katie,5
2026-01-25T15:56:00.483000+00:00,pikeman,popop,ash,4,kami,ella,baps,5
2026-01-25T16:00:52.312000+00:00,pikeman,popop,ash,5,baps,eri,ella,3
2026-01-25T16:05:16.421000+00:00,kami,pikeman,ash,5,neptune,eri,ella,3
2026-01-25T16:12:46.744000+00:00,kami,ella,ash,2,pikeman,popop,eri,5
2026-01-25T16:12:46.744000+00:00,kami,ella,ash,2,pikeman,popop,eri,5
