timestamp,GK,team1_name2,team1_name3,score1,GK.1,S1,S2,score2
2026-06-03T18:25:46.314000+00:00,jib,popop,akil,4,shan,baps,pike,5
2026-06-03T18:25:46.740000+00:00,jib,popop,akil,4,shan,baps,pike,5
