timestamp,GK,team1_name2,team1_name3,score1,GK,S1,S2,score2
2025-12-27T01:26:05.332000+00:00,aster,anon,akil,1,jib,shan,bapsy,5
2025-12-27T01:40:56.379000+00:00,shan,anon,bapsy,5,aster,kami,akil,3
2025-12-27T01:53:51.748000+00:00,shan,anon,jinsye,5,jib,bapsy,mai,3
2025-12-27T02:02:13.636000+00:00,shan,anon,jinsye,4,kami,bapsy,mai,5
2025-12-27T14:38:29.241000+00:00,popop,eri,nae,5,kami,bapsy,hawk,1
2025-12-27T14:58:46.390000+00:00,kami,eri,nae,3,bapsy,popop,hawk,5
2025-12-27T15:10:02.545000+00:00,bapsy,hawk,nae,5,popop,kami,eri,3
2025-12-28T03:05:47.551000+00:00,shan,gentle,akil,2,aster,danny,hawk,5
2025-12-28T03:05:57.326000+00:00,shan,hawk,akil,2,aster,danny,kami,5
2025-12-28T03:09:51.844000+00:00,gentle,akil,hawk,2,aster,danny,kami,5
2025-12-28T03:37:49.340000+00:00,gentle,kami,akil,5,shan,hawk,jinsye,3
2025-12-28T03:42:50.615000+00:00,kami,akil,hawk,5,shan,gentle,mai,4
2025-12-28T03:47:30.758000+00:00,gentle,kami,hawk,5,shan,jinsye,mai,4
2025-12-28T03:57:03.185000+00:00,shan,kami,mai,1,gentle,hawk,jinsye,5
2025-12-28T22:35:20.911000+00:00,shan,popop,mai,3,kami,toph,danny,5
2025-12-28T22:37:36.586000+00:00,kami,eri,mai,5,toph,akil,danny,1
2025-12-28T22:41:48.743000+00:00,kami,eri,akil,5,shan,popop,mai,1
2025-12-28T22:54:23.185000+00:00,kami,anon,eri,5,gentle,popop,mai,0
2025-12-28T22:57:54.878000+00:00,kami,eri,mai,5,gentle,popop,anon,4
2025-12-28T23:02:32.422000+00:00,gentle,anon,akil,5,shan,popop,mai,2
2025-12-28T23:11:44.323000+00:00,gentle,eri,kami,4,shan,popop,akil,5
2025-12-28T23:20:53.600000+00:00,gentle,eri,anon,5,kami,popop,mai,2
2025-12-28T23:29:25.691000+00:00,gentle,eri,anon,5,kami,jinsye,mai,1
2025-12-30T06:57:17.188000+00:00,jib,popop,hawk,5,kami,jinsye,nep,3
2025-12-30T07:00:50.338000+00:00,toph,popop,hawk,5,kami,jinsye,akil,1
2025-12-30T07:11:12.041000+00:00,kaiferno,akil,hawk,5,jib,jinsye,toph,3
2025-12-30T07:23:50.596000+00:00,kami,popop,jinsye,3,jib,kaif,akil,5
2025-12-30T07:39:30.198000+00:00,kami,toph,jinsye,3,jib,popop,hawk,5
2025-12-30T07:48:03.153000+00:00,kami,akil,toph,2,jib,popop,shan,5
2026-01-02T04:35:52.412000+00:00,cartel,de,sinaloa,5,kaiferno,hawk,stella,4
2026-01-02T04:41:09.237000+00:00,kami,anon,hawk,1,akil,toph,danny,5
2026-01-02T04:46:16.600000+00:00,kami,anon,hawk,5,akil,toph,stella,2
2026-01-03T00:43:31.476000+00:00,popop,toph,wraith,5,kami,eri,rxob,3
2026-01-03T00:55:04.117000+00:00,kami,rxob,toph,5,pike,popop,wraith,2
2026-01-03T01:00:42.579000+00:00,gentle,toph,anon,5,pike,rxob,wratih,2
2026-01-03T01:09:28.005000+00:00,gentle,rxob,anon,4,pike,toph,wraith,5
2026-01-03T01:17:56.901000+00:00,jib,anon,wraith,4,gentle,toph,rxob,5
2026-01-03T01:25:17.260000+00:00,kami,pike,anon,3,gentle,rxob,toph,5
2026-01-04T21:45:16.521000+00:00,kami,anon,stella,3,aster,wraith,ash,5
2026-01-04T21:55:30.010000+00:00,aster,wraih,anon,5,kami,popop,ash,1
2026-01-04T22:06:09.718000+00:00,kami,wraith,stella,3,aster,popop,anon,5
2026-01-04T22:14:40.163000+00:00,kami,anon,ash,5,wraith,popop,stella,1
2026-01-06T14:04:12.284000+00:00,kami,bapsy,neptune,4,shan,popop,nae,5
2026-01-10T23:09:31.052000+00:00,kami,pike,jinsye,5,shan,popop,mai,0
2026-01-10T23:17:51.841000+00:00,kami,pike,akil,5,shan,hawk,mai,3
2026-01-10T23:28:18.734000+00:00,popop,jinsye,hawk,5,kami,shan,mai,3
2026-01-10T23:34:31.207000+00:00,kami,shan,jinsye,2,popop,eri,mai,5
2026-01-10T23:41:08.996000+00:00,kami,popop,pike,5,shan,eri,mai,3
2026-01-10T23:52:20.464000+00:00,shan,hawk,popop,2,kami,eri,jinsye,5
2026-01-10T23:56:19.282000+00:00,pike,jinsye,eri,3,shan,hawk,popop,5
2026-01-11T00:00:13.178000+00:00,kami,eri,pike,5,shan,hawk,popop,1
2026-01-14T01:52:46.279000+00:00,shan,popop,mai,5,kami,aster,jinsye,0
2026-01-14T02:04:34.021000+00:00,popop,anon,mai,5,kami,aster,stella,3
2026-01-14T02:08:33.828000+00:00,pike,aster,anon,5,kami,popop,stella,1
2026-01-15T16:42:41.513000+00:00,kami,rxob,ash,3,bapsy,aster,nae,5
2026-01-15T16:50:32.420000+00:00,bapsy,ash,hawk,0,kami,aster,rxob,5
2026-01-15T17:11:09.816000+00:00,kami,ash,wraith,5,bapsy,aster,rxob,3
2026-01-15T17:16:21.064000+00:00,kami,ash,wraith,3,rxob,hawk,aster,5
2026-01-17T01:52:31.873000+00:00,eri,rxob,mai,4,kami,anon,stella,5
2026-01-17T01:58:02.529000+00:00,shan,anon,mai,5,akil,eri,rxob,4
2026-01-17T02:09:56.762000+00:00,shan,akil,stella,4,kami,aster,mai,5
2026-01-17T05:41:09.425000+00:00,akil,jinsye,toph,5,kami,ella,pike,4
2026-01-17T05:57:57.887000+00:00,pike,kaif,ash,5,kami,toph,akil,4
2026-01-17T06:03:00.198000+00:00,pike,jinsye,ash,3,akil,ella,toph,5
2026-01-17T06:12:20.779000+00:00,pike,toph,ash,5,kami,jinsye,akil,2
2026-01-17T18:38:07.330000+00:00,rxob,bapsy,kami,5,aster,pike,ash,0
2026-01-17T18:40:18.147000+00:00,bapsy,wraith,anon,5,rxob,pike,aster,0
2026-01-18T02:40:25.144000+00:00,rxob,popop,jinsye,5,kam,pike,mai,1
2026-01-18T02:47:58.418000+00:00,rxob,popop,toph,5,kami,pike,mai,2
2026-01-18T02:52:47.337000+00:00,rxob,toph,jinsye,5,jib,pike,mai,3
2026-01-18T02:56:42.809000+00:00,rxob,kami,popop,5,jib,jinsye,pike,0
2026-01-18T03:10:43.946000+00:00,jib,pike,kaif,0,kami,jinsye,akil,5
2026-01-19T05:43:09.275000+00:00,jib,ella,anon,4,shan,kaif,kami,4
2026-01-19T05:49:26.565000+00:00,kami,kaif,katie,4,pike,ella,anon,4
2026-01-20T00:07:04.430000+00:00,jib,popop,hawk,2,kami,toph,mai,5
2026-01-20T00:18:37.605000+00:00,kami,toph,hawk,5,shan,kaif,mai,2
2026-01-20T00:34:49.304000+00:00,toph,jib,popop,5,shan,kaif,mai,2
2026-01-20T00:48:53.343000+00:00,kami,popop,jib,5,toph,shan,hawk,4
2026-01-20T00:52:58.472000+00:00,shan,kami,hawk,5,jib,toph,stella,1
2026-01-22T00:08:16.693000+00:00,aster,ella,katie,1,rxob,kami,stella,5
2026-01-22T00:15:33.102000+00:00,shan,wraith,stella,5,aster,kami,ella,3
2026-01-22T00:27:56.687000+00:00,aster,wraith,katie,5,shan,kami,rxob,4
2026-01-22T00:39:39.254000+00:00,aster,rxob,stella,2,kami,ella,katie,5
2026-01-22T00:49:41.788000+00:00,kami,rxob,wraith,5,shan,ella,katie,1
2026-01-22T00:56:18.897000+00:00,kami,wraith,lxob,5,shan,ella,katie,4
2026-01-22T01:10:00.015000+00:00,bapsy,wraith,stella,4,shan,ella,rxob,5
2026-01-22T01:15:26.259000+00:00,kami,wraith,bapsy,5,rxob,eri,ella,3
2026-01-22T01:25:56.577000+00:00,bapsy,eri,popop,5,jib,wraith,kami,4
2026-01-22T01:38:47.740000+00:00,kami,ella,rxob,4,jib,bapsy,popop,5
2026-01-22T01:52:25.691000+00:00,bapsy,kaif,rxob,3,kami,ella,eri,5
2026-01-22T01:59:31.715000+00:00,jib,kaif,rxob,5,kami,ella,eri,4
2026-01-22T02:11:04.538000+00:00,jib,kaif,ella,5,kami,popop,eri,2
2026-01-24T00:56:11.374000+00:00,akil,wraith,mai,4,kami,jinsye,rxob,5
2026-01-24T01:04:43.561000+00:00,rxob,eri,akil,5,shan,kami,mai,0
2026-01-24T01:12:28.501000+00:00,rxob,akil,katie,1,kami,eri,mai,5
2026-01-24T23:22:42.394000+00:00,pike,wraith,katie,5,jib,kami,akil,2
2026-01-24T23:30:30.634000+00:00,kami,wraith,ash,5,jib,akil,rxob,0
2026-01-24T23:42:18.327000+00:00,kami,wraith,katie,4,jib,pike,rxob,5
2026-01-25T01:52:18.281000+00:00,akil,jinsye,toph,5,rxob,kami,katie,3
2026-01-25T02:09:51.010000+00:00,kami,jinsye,ella,4,rxob,eri,akil,5
2026-01-25T02:18:35.280000+00:00,kami,jinsye,ella,4,rxob,eri,kati,5
2026-01-25T15:56:00.483000+00:00,british,east,india,4,kami,ella,bapsy,5
2026-01-25T16:00:52.312000+00:00,british,east,india,5,bapsy,eri,ella,3
2026-01-25T16:05:16.421000+00:00,kami,pike,ash,5,neptune,eri,ella,3
2026-01-25T16:12:46.744000+00:00,kami,ella,ash,2,pike,popop,eri,5
2026-01-25T16:28:16.892000+00:00,gentle,neptune,ash,5,kami,pike,nae,3
2026-01-25T16:37:38.725000+00:00,gentle,ash,eri,5,kami,pike,pikeman2,1
2026-01-25T16:49:50.072000+00:00,gentle,eri,nae,5,kami,pike,pikeman2,4
2026-01-25T16:58:33.026000+00:00,gentle,eri,nae,5,kami,pike,neptune,3
2026-01-26T15:03:40.974000+00:00,kami,ella,ash,4,gentle,eri,nae,5
2026-01-26T15:18:39.639000+00:00,kami,ella,ash,1,bapsy,eri,nae,5
2026-01-26T16:01:28.725000+00:00,kami,ella,ash,2,bapsy,wraith,eri,5
2026-01-26T16:08:49.816000+00:00,kami,ella,ash,5,bapsy,wraith,nae,1
2026-01-26T16:15:11.112000+00:00,kami,ella,ash,3,bapsy,eri,nae,5
2026-01-27T23:33:31.691000+00:00,jib,eri,ash,5,kami,ella,kaif,2
2026-01-27T23:40:15.236000+00:00,aster,eri,ash,5,jib,ella,kaif,4
2026-01-27T23:52:39.169000+00:00,aster,wraith,ash,5,jib,ella,kami,3
2026-01-29T02:25:01.561000+00:00,shan,hawk,stella,4,kami,popop,akil,5
2026-01-29T02:32:00.868000+00:00,akil,kaif,neptune,0,shan,popop,hawk,5
2026-01-29T02:40:20.428000+00:00,kami,popop,hawk,3,shan,kaif,stella,5
2026-01-29T02:44:50.891000+00:00,neptune,kami,hawk,5,shan,kaif,stella,1
2026-01-29T02:52:36.161000+00:00,shan,hawk,anon,5,akil,kami,stella,1
2026-01-29T02:55:50.947000+00:00,shan,popop,anon,3,akil,kami,stella,5
2026-01-29T20:34:35.035000+00:00,bapsy,anon,hawk,4,jib,wraith,ash,5
2026-01-29T20:40:00.664000+00:00,bapsy,anon,hawk,3,jib,wraith,kami,5
2026-01-29T20:53:01.035000+00:00,bapsy,wraith,hawk,4,jib,anon,kami,5
2026-01-29T20:57:14.572000+00:00,kami,bapsy,ash,5,jib,anon,hawk,2
2026-01-29T22:43:30.972000+00:00,kami,stella,kaiferno,3,gentle,hawk,mai,5
2026-01-29T22:48:41.007000+00:00,kami,stella,kaiferno,1,gentle,hawk,mai,5
2026-01-29T22:50:56.135000+00:00,kami,stella,kaiferno,1,gentle,hawk,mai,5
